% Filename : LM_Channel_1000_mean_prof.dat 
% 
% Description : Profiles of the mean velocity and pressure 
% 
% Total number of data points  : 256
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 2304 
%  Grid (wall-normal)      ny = 512 
%  Grid (spanwise)         nz = 2048 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 5.00000e-05 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 5.00256e-02 
%  Re_tau              Re_tau = 1000.512 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_1000_mean_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P           
%-----------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    9.999999999999999e-01    0.000000000000000e+00    0.000000000000000e+00
    2.764315143122253e-06    2.765729439839074e-03    2.765725617133860e-03    9.999972356421352e-01   -1.990169667639455e-07   -9.232769096936708e-15
    1.382146873540879e-05    1.382854016425900e-02    1.382844458687292e-02    9.999861752418771e-01   -9.950768741789789e-07   -5.750532684850961e-12
    3.869966314673512e-05    3.871946291763557e-02    3.871871306724336e-02    9.999612361812739e-01   -2.786177776482700e-06   -3.507267051801633e-10
    8.292656586705860e-05    8.296899329076779e-02    8.296554035143106e-02    9.999164637380789e-01   -5.970243628641326e-06   -7.293990120801102e-09
    1.520290955829839e-04    1.521068776879944e-01    1.520951733346186e-01    9.998442493847887e-01   -1.094498944208107e-05   -8.065319796816876e-08
    2.515332082846378e-04    2.516618993246350e-01    2.516291874263023e-01    9.997315874361384e-01   -1.810757897428993e-05   -5.861158108652958e-07
    3.869636834078483e-04    3.871616642597545e-01    3.870807860800715e-01    9.995511042389080e-01   -2.785391178724982e-05   -3.149546037480442e-06
    5.610795948808311e-04    5.613666580367414e-01    5.611825616824662e-01    9.992479211326145e-01   -4.037860336973397e-05   -1.320151107891896e-05
    7.738742043458258e-04    7.742701388503129e-01    7.738731657635868e-01    9.987180556272499e-01   -5.567407344617931e-05   -4.479966916546456e-05
    1.025339276563786e-03    1.025863867248057e+00    1.025034151098282e+00    9.977763317033165e-01   -7.372845597227514e-05   -1.280522848596509e-04
    1.315465079733014e-03    1.316138106449228e+00    1.314439536316204e+00    9.961228512907723e-01   -9.452351919431940e-05   -3.184164767140254e-04
    1.644240385865192e-03    1.645081622720975e+00    1.641675513754498e+00    9.933111838537267e-01   -1.180296378284978e-04   -7.062468983145341e-04
    2.011652471220593e-03    2.012681685813766e+00    2.006025067961820e+00    9.887288867828111e-01   -1.441953932217653e-04   -1.424410543187459e-03
    2.417687116800127e-03    2.418924069453697e+00    2.406319147763258e+00    9.816041263540290e-01   -1.729307154419342e-04   -2.651876275584764e-03
    2.862328608895792e-03    2.863793051893218e+00    2.840767269143609e+00    9.710508879765910e-01   -2.040857716561911e-04   -4.611936728560461e-03
    3.345559739698523e-03    3.347271416519292e+00    3.306793649095791e+00    9.561573252840114e-01   -2.374309338788073e-04   -7.564879484801993e-03
    3.867361807964542e-03    3.869340452520091e+00    3.800915234338345e+00    9.361083294819351e-01   -2.726429245372012e-04   -1.179610376172016e-02
    4.427714619738898e-03    4.429979955608904e+00    4.318699674816375e+00    9.103195410361341e-01   -3.092976464029330e-04   -1.760150575999930e-02
    5.026596489136725e-03    5.029168228805792e+00    4.854831259744603e+00    8.785523748082522e-01   -3.468645771165081e-04   -2.527221025208124e-02
    5.663984239183018e-03    5.666882083277795e+00    5.403292661943506e+00    8.409821640027977e-01   -3.846978300997233e-04   -3.508040120593618e-02
    6.339853202709356e-03    6.343096839236119e+00    5.957645953716142e+00    7.982032863805248e-01   -4.220302593834036e-04   -4.726729161549937e-02
    7.054177223308256e-03    7.057786326890970e+00    6.511375345862861e+00    7.511712226736383e-01   -4.579939367756561e-04   -6.203348111678858e-02
    7.806928656345802e-03    7.810922887464708e+00    7.058242476028899e+00    7.010960584120353e-01   -4.916959532747451e-04   -7.953138076836161e-02
    8.598078370031459e-03    8.602477374262202e+00    7.592605263666388e+00    6.493108078304820e-01   -5.223591248284015e-04   -9.985920845389462e-02
    9.427595746545392e-03    9.432419153798731e+00    8.109661983747017e+00    5.971397201033389e-01   -5.495001191891179e-04   -1.230562579634655e-01
    1.029544868322330e-02    1.030071610698542e+01    8.605599256432150e+00    5.457874093724588e-01   -5.730845291356324e-04   -1.490995408504083e-01
    1.120160359379907e-02    1.120733463037254e+01    9.077641057508396e+00    4.962615663083392e-01   -5.935818042842732e-04   -1.779022470081613e-01
    1.214602540970411e-02    1.215223963744949e+01    9.524011185558036e+00    4.493330545378704e-01   -6.118545634047392e-04   -2.093146012064624e-01
    1.312867758142522e-02    1.313539456000337e+01    9.943831291454481e+00    4.055298436513562e-01   -6.288776044594777e-04   -2.431275663605143e-01
    1.414952207991849e-02    1.415676134953360e+01    1.033698003622401e+01    3.651565858286092e-01   -6.453941861027578e-04   -2.790794839729744e-01
    1.520851939808121e-02    1.521630047872461e+01    1.070393712309068e+01    3.283298841039920e-01   -6.616921716590460e-04   -3.168653089085194e-01
    1.630562855228079e-02    1.631397094297549e+01    1.104563076860301e+01    2.950200161785043e-01   -6.776121118667422e-04   -3.561477702142515e-01
    1.744080708394102e-02    1.744973026198709e+01    1.136330073512558e+01    2.650920421767434e-01   -6.927380217748363e-04   -3.965695796401386e-01
    1.861401106118499e-02    1.862353448140579e+01    1.165838308100546e+01    2.383420496732639e-01   -7.065894223496351e-04   -4.377657813893315e-01
    1.982519508053548e-02    1.983533817452478e+01    1.193241838076739e+01    2.145266791064534e-01   -7.186534204089935e-04   -4.793753663207485e-01
    2.107431226867196e-02    2.108509444404186e+01    1.218698214393442e+01    1.933853786280111e-01   -7.283604875661711e-04   -5.210512608586757e-01
    2.236131428424448e-02    2.237275492387440e+01    1.242363416081609e+01    1.746558164675722e-01   -7.351948556700950e-04   -5.624681468000149e-01
    2.368615131974483e-02    2.369826978103134e+01    1.264388294532161e+01    1.580840269986736e-01   -7.388894468774339e-04   -6.033281623899296e-01
    2.504877210343381e-02    2.506158771754150e+01    1.284916208001889e+01    1.434307588598677e-01   -7.395134652257974e-04   -6.433648417297648e-01
    2.644912390132592e-02    2.646265597243926e+01    1.304081573362125e+01    1.304751605767846e-01   -7.374466762617877e-04   -6.823456258063493e-01
    2.788715251922946e-02    2.790142032380578e+01    1.322009183931420e+01    1.190174387023687e-01   -7.336450945094423e-04   -7.200728135339816e-01
    2.936280230484456e-02    2.937782509086797e+01    1.338814226562315e+01    1.088802439830585e-01   -7.300391485008278e-04   -7.563825650260366e-01
    3.087601614991642e-02    3.089181313615294e+01    1.354602753598173e+01    9.990773450242375e-02   -7.293522805371955e-04   -7.911428824791932e-01
    3.242673549244579e-02    3.244332586769960e+01    1.369472306592551e+01    9.196324865078832e-02   -7.341736357748382e-04   -8.242518339224953e-01
    3.401490031895527e-02    3.403230324132603e+01    1.383512520057566e+01    8.492648667412177e-02   -7.462441923163241e-04   -8.556358606349095e-01
